work_id,doi,band,estimand_cell,identification,sub_mechanism,year,cited_by_count,oa_status,pdf_url,download_status,detail,bytes,file,title
W3122231766,https://doi.org/10.1257/app.1.2.1,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2009,144,closed,,no_oa_url,closed,0,,Are There Missing Girls in the United States? Evidence from Birth Data
W2164410434,https://doi.org/10.1080/0032472031000150496,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1998,124,closed,,no_oa_url,closed,0,,Fertility and Son Preference in Korea
W1977574609,https://doi.org/10.2307/2138098,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1995,104,closed,,no_oa_url,closed,0,,Son Preference in Vietnam
W2116894238,https://doi.org/10.1371/journal.pone.0004624,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2009,103,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0004624&type=printable,downloaded,ok,333646,W2116894238__recent-increase-in-sex-ratio-at-birth-in-viet-nam.pdf,Recent Increase in Sex Ratio at Birth in Viet Nam
W1987273534,https://doi.org/10.1363/ifpp.35.029.09,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2009,92,closed,,no_oa_url,closed,0,,"The relationship of family size and composition to fertility desires, contraceptive adoption and method choice in South "
W2114131482,https://doi.org/10.1016/j.jdeveco.2013.02.007,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2013,90,closed,,no_oa_url,closed,0,,Does a legal ban on sex-selective abortions improve child sex ratios? Evidence from a policy change in India
W2023373624,https://doi.org/10.1371/journal.pone.0002224,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2008,87,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0002224&type=printable,downloaded,ok,129852,W2023373624__missing-girls-in-india-infanticide-feticide-and-made-to-orde.pdf,"Missing Girls in India: Infanticide, Feticide and Made-to-Order Pregnancies? Insights from Hospital-Based Sex-Ratio-at-B"
W2078613331,https://doi.org/10.2307/1972966,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1990,85,closed,,no_oa_url,closed,0,,Son Preference and Fertility in Bangladesh
W2133053924,https://doi.org/10.1111/j.1728-4465.2010.00229.x,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2010,84,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Son Preference in the Context of Fertility Decline: Limits to New Constructions of Gender and Kinship in Nepal
W1827607807,https://doi.org/10.3386/w11835,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2005,83,green,https://doi.org/10.3386/w11835,downloaded,ok,431978,W1827607807__new-evidence-on-the-causal-link-between-the-quantity-and-qua.pdf,New Evidence on the Causal Link Between the Quantity and Quality of Children
W2078282801,https://doi.org/10.2307/2673835,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2001,82,closed,,no_oa_url,closed,0,,"Effects of Sex Preference on Contraceptive Use, Abortion and Fertility in Matlab, Bangladesh"
W2042706689,,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1983,82,closed,,no_oa_url,closed,0,,"Preference for sons, family size, and sex ratio: an empirical study in Korea."
W1904691630,,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2000,81,green,,failed,not_pdf_html_paywall,0,,The role of son preference in reproductive behaviour in Pakistan.
W2552766914,https://doi.org/10.1017/s0021932016000547,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2016,78,hybrid,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/51D48C611E5176A042FF28684041D997/S0021932016000547a.pdf/div-class-title-changes-in-sex-ratio-at-birth-in-china-a-decomposition-by-birth-order-div.pdf,downloaded,ok,446841,W2552766914__changes-in-sex-ratio-at-birth-in-china-a-decomposition-by-bi.pdf,CHANGES IN SEX RATIO AT BIRTH IN CHINA: A DECOMPOSITION BY BIRTH ORDER
W1973425405,https://doi.org/10.1111/j.1728-4457.2012.00513.x,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2012,76,closed,,no_oa_url,closed,0,,High Sex Ratios at Birth in the Caucasus: Modern Technology to Satisfy Old Desires
W2794062870,https://doi.org/10.1257/app.20150234,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2018,74,green,https://www.aeaweb.org/articles/attachments?retrieve=S39AlBgHbfzfvEdh0B_-gXt7AzPs-F0X,downloaded,ok,358213,W2794062870__financial-incentives-and-the-fertility-sex-ratio-trade-off.pdf,Financial Incentives and the Fertility-Sex Ratio Trade-Off
W1995378695,,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1983,70,closed,,no_oa_url,closed,0,,Preferences for the sex of children and their influence on reproductive behaviour
W1827790016,https://doi.org/10.1596/1813-9450-6869,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2014,69,hybrid,,failed,not_pdf_html_paywall,0,,"Son Preference, Fertility and Family Structure: Evidence from Reproductive Behavior among Nigerian Women"
W2119448111,https://doi.org/10.1093/oxfordjournals.aje.a010104,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1999,69,closed,,no_oa_url,closed,0,,"Sex Ratios, Family Size, and Birth Order"
W2161799647,https://doi.org/10.1017/s0021932002003334,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2002,68,closed,,no_oa_url,closed,0,,SON PREFERENCE AND FERTILITY IN CHINA
W2166888609,https://doi.org/10.3386/w10281,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2004,67,green,https://doi.org/10.3386/w10281,downloaded,ok,672812,W2166888609__the-demand-for-sons-evidence-from-divorce-fertility-and-shot.pdf,"The Demand for Sons: Evidence from Divorce, Fertility, and Shotgun Marriage"
W2104073841,https://doi.org/10.1136/bmjopen-2013-002612,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2013,65,gold,https://bmjopen.bmj.com/content/bmjopen/3/5/e002612.full.pdf,downloaded,ok,437476,W2104073841__falling-sex-ratios-and-emerging-evidence-of-sex-selective-ab.pdf,Falling sex ratios and emerging evidence of sex-selective abortion in Nepal: evidence from nationally representative sur
W2022005959,https://doi.org/10.2307/2526607,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1986,64,closed,,no_oa_url,closed,0,,Birth Spacing and Sibling Inequality: Asymmetric Information within the Family
W2004826918,https://doi.org/10.1086/679059,identified_core,PRIMARY_NORM_INTENSITY,NATURAL_EXPERIMENT,NORM_INTENSITY,2014,63,closed,,no_oa_url,closed,0,,Unintended Consequences of Women’s Inheritance Rights on Female Mortality in India
W1994568240,https://doi.org/10.1257/aer.98.5.2259,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,SEXSEL_ABORTION,2008,63,closed,,no_oa_url,closed,0,,Can Hepatitis B Mothers Account for the Number of Missing Women? Evidence from Three Million Newborns in Taiwan
W2158307898,https://doi.org/10.1093/humrep/14.4.1127,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1999,63,closed,,no_oa_url,closed,0,,Fertility rates in Denmark in relation to the sexes of preceding children in the family
W4302563819,https://doi.org/10.2307/2061246,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1983,63,closed,,no_oa_url,closed,0,,"Preference for Sons, Family Size, and Sex Ratio: An Empirical Study in Korea"
W3012943306,https://doi.org/10.1007/s13524-020-00863-x,identified_core,PRIMARY_NORM_INTENSITY,NATURAL_EXPERIMENT,NORM_INTENSITY,2020,61,bronze,,failed,not_pdf_html_paywall,0,,Transition of Son Preference: Evidence From South Korea
W2069698354,https://doi.org/10.2307/1966907,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1986,59,closed,,no_oa_url,closed,0,,Sex Preference for Children and Its Implications for Fertility in Rural Bangladesh
W2571367764,https://doi.org/10.1007/s13524-016-0536-0,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2017,55,hybrid,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Agency in Fertility Decisions in Western Europe During the Demographic Transition: A Comparative Perspective
W2558564057,https://doi.org/10.1111/padr.12002,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2016,51,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,In the Pursuit of Sons: Additional Births or Sex‐Selective Abortion in Pakistan?
W1489251003,https://doi.org/10.1596/1813-9450-4860,identified_core,PRIMARY_NORM_INTENSITY,NATURAL_EXPERIMENT,NORM_INTENSITY,2009,51,gold,https://www.rand.org/content/dam/rand/pubs/working_papers/2009/RAND_WR667.pdf,downloaded,ok,224709,W1489251003__long-term-financial-incentives-and-investment-in-daughters-e.pdf,Long-Term Financial Incentives And Investment In Daughters: Evidence From Conditional Cash Transfers In North India
W2048073431,https://doi.org/10.1111/j.1748-3131.2009.01115.x,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2009,49,closed,,no_oa_url,closed,0,,Ultrasonography and Sex Ratios in China
W2158489550,https://doi.org/10.1353/dem.2006.0015,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,NATURAL_EXPERIMENT,STOPPING,2006,49,closed,,no_oa_url,closed,0,,Sex preferences and fertility in South Korea during the year of theHorse
W3169860430,https://doi.org/10.1093/ej/ueab035,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2021,46,closed,https://wrap.warwick.ac.uk/151329/1/WRAP-quantity-quality-girls-fertility-parental-investments-mortality-Bhalotra-2021.pdf,downloaded,ok,1705607,W3169860430__on-the-quantity-and-quality-of-girls-fertility-parental-inve.pdf,"On the Quantity and Quality of Girls: Fertility, Parental Investments and Mortality"
W1578874363,https://doi.org/10.2307/2061643,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1993,42,closed,,no_oa_url,closed,0,,"Gender preference and birth spacing in matlab, Bangladesh"
W3144183865,https://doi.org/10.1016/s2214-109x(21)00094-2,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2021,41,gold,,failed,not_pdf_html_paywall,0,,Trends in missing females at birth in India from 1981 to 2016: analyses of 2·1 million birth histories in nationally rep
W4385886514,https://doi.org/10.1177/000312240206700406,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2002,41,bronze,,failed,not_pdf_html_paywall,0,,Emerging Parental Gender Indifference? Sex Composition of Children and the Third Birth
W2169274775,,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2000,41,green,https://econwpa.ub.uni-muenchen.de/econ-wp/dev/papers/0303/0303003.pdf,downloaded,ok,199055,W2169274775__changing-status-of-daughters-in-indonesia.pdf,Changing Status of Daughters in Indonesia
W2038661048,https://doi.org/10.2307/1966885,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1992,41,closed,,no_oa_url,closed,0,,"Contraceptive Use in Matlab, Bangladesh: The Role of Gender Preference"
W1934462296,https://doi.org/10.3386/w19153,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2013,40,green,https://doi.org/10.3386/w19153,downloaded,ok,622975,W1934462296__land-reform-and-sex-selection-in-china.pdf,Land Reform and Sex Selection in China
W2274303331,https://doi.org/10.1017/s0021932000011482,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1978,37,closed,,no_oa_url,closed,0,,The Fourth Korean Child: The Effect of Son Preference on Subsequent Fertility
W2775049802,https://doi.org/10.1086/695137,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2017,36,green,,failed,empty_or_tiny,0,,Son Preference and Gender-Biased Breastfeeding in Pakistan
W2107625305,https://doi.org/10.1017/s0305741015000375,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2015,36,closed,,no_oa_url,closed,0,,China's Skewed Sex Ratio and the One-Child Policy
W2094802606,https://doi.org/10.1363/ifpp.34.138.08,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2008,36,closed,,no_oa_url,closed,0,,Consistency and predictive ability of fertility preference indicators: longitudinal evidence from rural India.
W1973472077,https://doi.org/10.1353/jhr.2009.0005,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2009,35,closed,,no_oa_url,closed,0,,When is the Local Average Treatment Close to the Average?: Evidence from Fertility and Labor Supply
W2127031643,https://doi.org/10.1017/s0021932006001477,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2006,35,closed,,no_oa_url,closed,0,,PARENTAL PREFERENCE FOR SONS AND DAUGHTERS IN A WESTERN INDUSTRIAL SETTING: EVIDENCE AND IMPLICATIONS
W2056687536,https://doi.org/10.1016/s0968-8080(04)24147-7,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,SEXSEL_ABORTION,2004,35,bronze,,failed,not_pdf_html_paywall,0,,"Abortion Patterns and Reported Sex Ratios at Birth in Rural Yunnan, China"
W1968361478,https://doi.org/10.1080/00324728.2014.994667,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2015,34,closed,,no_oa_url,closed,0,,Sex preference for children in German villages during the fertility transition
W2078263695,https://doi.org/10.1017/s0021932012000119,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2012,34,closed,,no_oa_url,closed,0,,"TWO SONS AND A DAUGHTER: SEX COMPOSITION AND WOMEN'S REPRODUCTIVE BEHAVIOUR IN MADHYA PRADESH, INDIA"
W2280640738,,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,1998,34,closed,,no_oa_url,closed,0,,Female foeticide in rural Haryana.
W3194287433,https://doi.org/10.1002/ajhb.23669,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2021,33,green,https://www.utupub.fi/bitstream/10024/191310/1/Zhang-AJHB-2022.pdf,downloaded,ok,544034,W3194287433__intention-to-have-a-second-child-family-support-and-actual-f.pdf,"Intention to have a second child, family support and actual fertility behavior in current China: An evolutionary perspec"
W2590047598,https://doi.org/10.1353/hpu.2017.0019,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2017,33,closed,,no_oa_url,closed,0,,Factors Associated with Contraceptive Use among Women of Reproductive Age in Rural Districts of Burkina Faso
W2036950915,https://doi.org/10.1080/00324728.2013.826372,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2013,33,closed,,no_oa_url,closed,0,,‘Maternity migration’ and the increased sex ratio at birth in Hong Kong SAR
W2053753053,https://doi.org/10.1080/17441692.2010.533686,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2011,33,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,"Son preference and sterilisation use among young married women in two slums in Bengaluru city, India"
W1527265758,https://doi.org/10.3386/w14541,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2008,33,green,https://doi.org/10.3386/w14541,downloaded,ok,1043188,W1527265758__more-women-missing-fewer-girls-dying-the-impact-of-abortion-.pdf,"More Women Missing, Fewer Girls Dying: The Impact of Abortion on Sex Ratios at Birth and Excess Female Mortality in Taiw"
W2736506551,https://doi.org/10.1287/mnsc.2017.2779,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2017,32,closed,,no_oa_url,closed,0,,Risk Aversion and Son Preference: Experimental Evidence from Chinese Twin Parents
W2068587077,https://doi.org/10.1363/3909713,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2013,32,bronze,https://doi.org/10.1363/3909713,downloaded,ok,161400,W2068587077__the-mystery-of-missing-female-children-in-the-caucasus-an-an.pdf,The Mystery of Missing Female Children in the Caucasus: An Analysis of Sex Ratios by Birth Order
W1573103718,,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2011,32,green,https://utoronto.scholaris.ca/bitstreams/26114126-3aaa-488e-bd51-374fbe50232a/download,downloaded,ok,279292,W1573103718__sex-of-preceding-child-and-birth-spacing-among-nigerian-ethn.pdf,Sex of preceding child and birth spacing among Nigerian ethnic groups.
W2001694912,https://doi.org/10.2307/3246647,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2003,32,closed,,no_oa_url,closed,0,,Sex Preferences for Children Revisited: New Evidence from Germany
W2888993465,https://doi.org/10.1186/s41118-018-0036-8,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2018,31,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Changes in sex ratio at birth among immigrant groups in Sweden
W2803854330,https://doi.org/10.1080/00324728.2018.1442583,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2018,30,hybrid,,failed,not_pdf_html_paywall,0,,Is prenatal sex selection associated with lower female child mortality?
W2020683083,https://doi.org/10.1371/journal.pone.0020097,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2011,30,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0020097&type=printable,downloaded,ok,68824,W2020683083__sex-ratio-at-birth-in-india-its-relation-to-birth-order-sex-.pdf,"Sex Ratio at Birth in India, Its Relation to Birth Order, Sex of Previous Children and Use of Indigenous Medicine"
W4252516097,https://doi.org/10.1093/oso/9780190917425.001.0001,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2019,29,closed,,no_oa_url,closed,0,,Lost and Found
W2519509910,https://doi.org/10.1098/rsos.160526,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2016,28,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Offspring sex preferences among patrilineal and matrilineal Mosuo in Southwest China revealed by differences in parity p
W2144539874,https://doi.org/10.1017/s0021932012000557,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2012,28,green,https://kops.uni-konstanz.de/server/api/core/bitstreams/dc5be175-50dc-4a50-a25e-ed40621722d0/content,downloaded,ok,257186,W2144539874__parental-status-and-gender-preferences-for-children-is-diffe.pdf,PARENTAL STATUS AND GENDER PREFERENCES FOR CHILDREN: IS DIFFERENTIAL FERTILITY STOPPING CONSISTENT WITH THE TRIVERS–WILL
W2753676441,https://doi.org/10.1177/0038022920100106,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2010,27,closed,,no_oa_url,closed,0,,Disappearing Daughters and Intensification of Gender Bias: Evidence from Two Village Studies in South India
W1551986941,https://doi.org/10.51964/hlcs9356,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2015,26,diamond,https://hlcs.nl/article/download/9356/9855,downloaded,ok,913871,W1551986941__dimensions-of-rational-decision-making-during-the-demographi.pdf,Dimensions of Rational Decision-Making during the Demographic Transition; Aranjuez (Spain) Revisited
W1983534412,https://doi.org/10.2307/353510,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,1996,26,closed,,no_oa_url,closed,0,,"Sex Preferences, Family Planning, and Fertility: An Israeli Subpopulation in Transition"
W2887735213,https://doi.org/10.1093/heapol/czy065,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,NATURAL_EXPERIMENT,SEXSEL_ABORTION,2018,25,closed,,no_oa_url,closed,0,,Effectiveness of India’s National Programme to save the girl child: experience of Beti Bachao Beti Padao (B3P) programme
W3125530572,https://doi.org/10.3386/w23816,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2017,25,green,https://doi.org/10.3386/w23816,downloaded,ok,679388,W3125530572__is-there-still-son-preference-in-the-united-states.pdf,Is There Still Son Preference in the United States?
W2128862712,https://doi.org/10.1111/rode.12237,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2016,25,closed,,no_oa_url,closed,0,,"Son Preference, Number of Children, Education and Occupational Choice in Rural Nepal"
W1584513777,https://doi.org/10.1596/1813-9450-5972,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,NATURAL_EXPERIMENT,STOPPING,2012,25,gold,,failed,not_pdf_html_paywall,0,,"Islamic Inheritance Law, Son Preference and Fertility Behavior of Muslim Couples in Indonesia"
W2012391265,https://doi.org/10.1016/j.hisfam.2010.09.003,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2010,25,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Fertility control in historical China revisited: New methods for an old debate
W1494809969,https://doi.org/10.3386/w15391,identified_core,PRIMARY_DIFFERENTIAL_STOPPING,REVEALED_STOPPING,STOPPING,2009,25,green,https://doi.org/10.3386/w15391,downloaded,ok,207792,W1494809969__o-sister-where-art-thou-the-role-of-son-preference-and-sex-c.pdf,"O Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from Immigrants to Canada"
W2036565407,https://doi.org/10.1017/s0021932007001988,identified_core,PRIMARY_SEXSEL_SUBSTITUTION,REVEALED_STOPPING,SEXSEL_ABORTION,2007,25,green,,failed,not_pdf_html_paywall,0,,THE RELATION OF SON PREFERENCE AND RELIGION TO INDUCED ABORTION: THE CASE OF SOUTH KOREA
