work_id,doi,band,estimand_cell,identification,sub_mechanism,year,cited_by_count,oa_status,pdf_url,download_status,detail,bytes,file,title
W2015903382,https://doi.org/10.1097/00005721-200509000-00004,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2005,79,closed,,no_oa_url,closed,0,,Basal Body Temperature Assessment
W2061187823,https://doi.org/10.1007/s13524-011-0039-y,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2011,70,bronze,,failed,not_pdf_html_paywall,0,,Men’s Migration and Women’s Fertility in Rural Mozambique
W2170091805,https://doi.org/10.1016/j.ejogrb.2005.07.024,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2005,69,closed,,no_oa_url,closed,0,,Cervical mucus secretions on the day of intercourse: An accurate marker of highly fertile days
W2100091699,https://doi.org/10.1093/humrep/dem051,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2007,68,closed,,no_oa_url,closed,0,,The length of the fertile window is associated with the chance of spontaneously conceiving an ongoing pregnancy in subfe
W2317662742,https://doi.org/10.2307/2533379,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1994,68,closed,,no_oa_url,closed,0,,Models Relating the Timing of Intercourse to the Probability of Conception and the Sex of the Baby
W2116252457,https://doi.org/10.1093/ije/26.3.601,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1997,67,bronze,,failed,not_pdf_html_paywall,0,,Time to pregnancy and occupation in a group of Italian women
W2062485610,https://doi.org/10.1002/sim.716,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2001,64,closed,,no_oa_url,closed,0,,Assessing human fertility using several markers of ovulation
W2090098666,https://doi.org/10.1080/0032472031000142356,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1986,64,closed,,no_oa_url,closed,0,,"Seasonal Patterns of Reproduction in Matlab, Bangladesh"
W1964534630,https://doi.org/10.2307/2060912,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,1984,64,closed,,no_oa_url,closed,0,,A demonstration of the effect of seasonal migration on fertility
W2134369447,https://doi.org/10.1093/humrep/16.11.2278,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2001,63,closed,,no_oa_url,closed,0,,The relationship between cervical secretions and the daily probabilities of pregnancy: effectiveness of the TwoDay Algor
W2156427728,https://doi.org/10.1530/jrf.0.0790495,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1987,57,bronze,,failed,not_pdf_html_paywall,0,,Relationship between longevity of spermatozoa after insemination and the percentage of normal embryos in brown marsupial
W2142732199,https://doi.org/10.1093/humrep/13.5.1397,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1998,52,bronze,,failed,not_pdf_html_paywall,0,,Sex ratio associated with timing of insemination and length of the follicular phase in planned and unplanned pregnancies
W2115970407,https://doi.org/10.1093/humrep/des449,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2013,51,bronze,,failed,not_pdf_html_paywall,0,,Day-specific probabilities of conception in fertile cycles resulting in spontaneous pregnancies
W2312945741,https://doi.org/10.1093/oxfordjournals.humrep.a135932,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1995,50,closed,,no_oa_url,closed,0,,Endocrinology: The sex of the baby may be related to the length of the follicular phase in the conception cycle
W199918999,,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1992,50,closed,,no_oa_url,closed,0,,Characteristics of natural conceptual cycles occurring in a prospective study of sex preselection: fertility awareness s
W2765548329,https://doi.org/10.1080/09513590.2017.1390737,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2017,49,hybrid,,failed,not_pdf_html_paywall,0,,Identification and prediction of the fertile window with a new web-based medical device using a vaginal biosensor for me
W2769873857,https://doi.org/10.2196/jmir.7468,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2017,47,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Relationship Between the Menstrual Cycle and Timing of Ovulation Revealed by New Protocols: Analysis of Data from a Self
W2109453071,https://doi.org/10.1191/0962280206sm437oa,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2006,46,green,,failed,not_pdf_html_paywall,0,,Cervical mucus symptom and daily fecundability: first results from a new database
W2086377499,https://doi.org/10.1097/nmc.0b013e3182a76b88,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2013,43,closed,,no_oa_url,closed,0,,Efficacy of Achieving Pregnancy with Fertility-Focused Intercourse
W1979309125,https://doi.org/10.1080/00324728.1956.10404522,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,1956,41,closed,,no_oa_url,closed,0,,Fertility of polygamous marriages
W2329724894,https://doi.org/10.2307/2532929,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1995,40,closed,,no_oa_url,closed,0,,A Model for Estimating the Potency and Survival of Human Gametes in Vivo
W2041740887,https://doi.org/10.1080/0032472031000142576,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,1987,40,closed,,no_oa_url,closed,0,,Reassessing the Contraceptive Effect of Breastfeeding
W2076737029,https://doi.org/10.1111/j.0006-341x.2000.00288.x,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2000,38,closed,,no_oa_url,closed,0,,Modeling Human Fertility in the Presence of Measurement Error
W2971583705,https://doi.org/10.1089/jwh.2019.7850,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2019,35,hybrid,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Increased Likelihood of Pregnancy Using an App-Connected Ovulation Test System: A Randomized Controlled Trial
W2010854980,https://doi.org/10.1080/0032472031000146006,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,1992,34,closed,,no_oa_url,closed,0,,Polygyny and Fertility among the Shipibo of the Peruvian Amazon
W2039890233,https://doi.org/10.1353/dem.2007.0040,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2007,33,green,,failed,not_pdf_html_paywall,0,,The seasonality of conception
W1995044351,https://doi.org/10.1185/03007995.2012.681638,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2012,32,closed,,no_oa_url,closed,0,,Accuracy of perception of ovulation day in women trying to conceive
W2012433302,https://doi.org/10.1111/j.0006-341x.1999.01005.x,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1999,31,closed,,no_oa_url,closed,0,,A New Approach to Modeling Daily Probabilities of Conception
W2021241781,https://doi.org/10.1080/0032472031000142566,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,1987,31,closed,,no_oa_url,closed,0,,Variations in Natural Fertility: The Effect of Lactation and Other Determinants
W3160517764,https://doi.org/10.1093/humrep/deab049,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2021,30,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Cervical mucus patterns and the fertile window in women without known subfertility: a pooled analysis of three cohorts
W196374126,https://doi.org/10.1016/s0015-0282(16)59348-0,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1987,30,bronze,,failed,not_pdf_html_paywall,0,,Peak coital rate coincides with onset of luteinizing hormone surge
W2015639437,https://doi.org/10.1111/j.1365-3016.2006.00771.x,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2006,29,closed,,no_oa_url,closed,0,,The Oxford Conception Study design and recruitment experience
W2167734249,https://doi.org/10.1023/a:1006583300746,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1997,29,closed,,no_oa_url,closed,0,,Probability of conception on different days of the menstrual cycle: an ongoing exercise
W2034438505,https://doi.org/10.1080/00324728.1971.10405806,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1971,29,closed,,no_oa_url,closed,0,,Fecundability and coital frequency
W3016717053,https://doi.org/10.1111/padr.12316,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2020,27,closed,,no_oa_url,closed,0,,"Forced Displacement, Migration, and Fertility in Burundi"
W2134556895,https://doi.org/10.1093/humrep/dei098,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2005,27,closed,,no_oa_url,closed,0,,The use of urine LH detection kits to time intrauterine insemination with donor sperm
W1973365442,https://doi.org/10.1016/j.fertnstert.2009.05.054,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2009,24,bronze,,failed,not_pdf_html_paywall,0,,Conception probabilities at different days of menstrual cycle in Chinese women
W2128802284,https://doi.org/10.1185/030079906x162863,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2007,24,closed,,no_oa_url,closed,0,,Mistiming of intercourse as a primary cause of failure to conceive: results of a survey on use of a home-use fertility m
W2058822236,https://doi.org/10.2307/1965462,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,1984,24,closed,,no_oa_url,closed,0,,The Fertility Impact of Spousal Separation
W2783646223,https://doi.org/10.3389/fmed.2017.00250,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2018,22,gold,https://www.frontiersin.org/articles/10.3389/fmed.2017.00250/pdf,downloaded,ok,441794,W2783646223__achieving-pregnancy-using-primary-care-interventions-to-iden.pdf,Achieving Pregnancy Using Primary Care Interventions to Identify the Fertile Window
W2807585325,https://doi.org/10.1186/s40834-018-0066-9,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,2018,22,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Postpartum fertility behaviours and contraceptive use among women in rural Ghana
W36070428,,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1997,21,closed,,no_oa_url,closed,0,,The relationship of the postcoital test and semen characteristics to pregnancy rates in 200 presumed fertile couples.
W2101092728,https://doi.org/10.1002/sim.2846,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2007,20,closed,,no_oa_url,closed,0,,Bayesian methods for searching for optimal rules for timing intercourse to achieve pregnancy
W2051339396,https://doi.org/10.1002/(sici)1097-0258(20000315)19:5<665::aid-sim391>3.0.co;2-p,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2000,20,closed,,no_oa_url,closed,0,,Accounting for unreported and missing intercourse in human fertility studies
W2289428146,,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1962,19,closed,,no_oa_url,closed,0,,Self-observation of the cervix to distinguish days of possible fertility.
W2012967441,https://doi.org/10.4054/demres.2009.21.32,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2009,18,diamond,https://www.demographic-research.org/volumes/vol21/32/21-32.pdf,downloaded,ok,723501,W2012967441__spousal-separation-selectivity-and-contextual-effects-explor.pdf,"Spousal separation, selectivity and contextual effects: exploring the relationship between international labour migratio"
W4214913100,https://doi.org/10.3389/fbioe.2022.807139,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2022,17,gold,https://www.frontiersin.org/articles/10.3389/fbioe.2022.807139/pdf,downloaded,ok,1053936,W4214913100__novel-technique-for-confirmation-of-the-day-of-ovulation-and.pdf,Novel Technique for Confirmation of the Day of Ovulation and Prediction of Ovulation in Subsequent Cycles Using a Skin-W
W3029500724,https://doi.org/10.1111/jog.14308,identified_core,PRIMARY_FREQ_BIOMETRIC,EXOGENOUS_FREQUENCY_SHOCK,BIOMETRIC_TIMING,2020,17,closed,,no_oa_url,closed,0,,Impact of the sexual abstinence period on the production of seminal reactive oxygen species in patients undergoing intra
W3041112196,https://doi.org/10.3390/ijerph17144985,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2020,17,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Coital Frequency and the Probability of Pregnancy in Couples Trying to Conceive Their First Child: A Prospective Cohort 
W1965198899,https://doi.org/10.2147/oajc.s11805,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,2010,17,gold,,failed,not_pdf_html_paywall,0,,Factors associated with contraceptive use and initiation of coital activity after childbirth
W2187776118,,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,1983,17,closed,,no_oa_url,closed,0,,The Ngaglik study: an inquiry into birth interval dynamics and maternal and child health in rural Java.
W2982351996,https://doi.org/10.1080/14647273.2019.1671613,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2019,16,closed,,no_oa_url,closed,0,,Stratification of fertility potential according to cervical mucus symptoms: achieving pregnancy in fertile and infertile
W1965507158,https://doi.org/10.2307/1965508,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,1979,16,closed,,no_oa_url,closed,0,,"Population Processes in Rural Yemen: Temporary Emigration, Breastfeeding, and Contraception"
W2796931555,https://doi.org/10.5653/cerm.2018.45.1.31,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2018,15,diamond,http://ecerm.org/upload/pdf/cerm-45-31.pdf,downloaded,ok,121259,W2796931555__the-likelihood-of-achieving-pregnancy-through-timed-coitus-i.pdf,The likelihood of achieving pregnancy through timed coitus in young infertile women with decreased ovarian reserve
W2130474215,https://doi.org/10.1017/s0021932010000337,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2010,14,closed,,no_oa_url,closed,0,,THE CHANGING SEX RATIOS AT BIRTH DURING THE CIVIL WAR IN TAJIKISTAN: 1992–1997
W2131036450,https://doi.org/10.1093/humrep/dep412,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2009,14,closed,,no_oa_url,closed,0,,Human immunodeficiency virus serodiscordant couples on highly active antiretroviral therapies with undetectable viral lo
W4251625594,https://doi.org/10.1097/00006250-200306000-00025,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2003,12,closed,,no_oa_url,closed,0,,Vulvar Mucus Observations and the Probability of Pregnancy
W2077646512,https://doi.org/10.1001/jama.1958.02990290018005,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1958,12,closed,,no_oa_url,closed,0,,CERVICAL TAMPON-SYNCHRONOUS TEST FOR OVULATION
W1924789854,https://doi.org/10.1111/j.1747-7379.2011.00850.x,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2011,11,closed,,no_oa_url,closed,0,,Decoupling Migration Effects from Income Effects on Reproduction in Central American Migrant-Sending Households
W2075555519,https://doi.org/10.1111/j.1835-9310.1984.tb01261.x,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,2010,11,closed,,no_oa_url,closed,0,,"Women, Labour and Fertility: Population Growth in Nineteenth Century Java"
W3157527695,https://doi.org/10.1007/s12134-020-00802-0,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2021,10,hybrid,,failed,not_pdf_html_paywall,0,,Fertility Differences Between Migrants and Stayers in a Polygamous Context: Evidence from Senegal
W3155550957,https://doi.org/10.3389/fendo.2021.650883,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2021,10,gold,https://www.frontiersin.org/articles/10.3389/fendo.2021.650883/pdf,downloaded,ok,1183046,W3155550957__predictive-factors-of-conception-and-the-cumulative-pregnanc.pdf,Predictive Factors of Conception and the Cumulative Pregnancy Rate in Subfertile Couples Undergoing Timed Intercourse Wi
W2065678718,https://doi.org/10.1080/08898480306714,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2003,10,closed,,no_oa_url,closed,0,,Incorporating heterogeneous intercourse records into time to pregnancy models
W1428818482,,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,1992,9,closed,,no_oa_url,closed,0,,Family planning Amazon style.
W2411425524,,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,2015,8,closed,,no_oa_url,closed,0,,[Effect of sexual abstinence on pregnancy rates after an intrauterine insemination].
W2113109551,https://doi.org/10.1093/biostatistics/kxq006,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2010,8,bronze,,failed,not_pdf_html_paywall,0,,Joint modeling of intercourse behavior and human fecundability using structural equation models
W2099327700,,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,1988,8,closed,,no_oa_url,closed,0,,Lactation and the waiting time to conception: an application of hazard models.
W2095262589,https://doi.org/10.1017/s0021932000008701,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1972,8,closed,,no_oa_url,closed,0,,Cycle day of ovulation
W2183172788,https://doi.org/10.1093/biolreprod/7.3.326,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1972,8,closed,,no_oa_url,closed,0,,Adenine Nucleotide Concentration and Redox Value of Human Spermatozoa1
W4302081696,https://doi.org/10.1017/s0021932000000195,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,1970,7,closed,,no_oa_url,closed,0,,An Analysis of Coital Patterns
W2745931754,https://doi.org/10.3389/fpubh.2017.00186,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2017,6,gold,https://www.frontiersin.org/articles/10.3389/fpubh.2017.00186/pdf,downloaded,ok,242492,W2745931754__a-latent-markov-model-with-covariates-to-study-unobserved-he.pdf,A Latent Markov Model with Covariates to Study Unobserved Heterogeneity among Fertility Patterns of Couples Employing Na
W61033781,,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,2012,6,closed,,no_oa_url,closed,0,,"Infertility associated with precoital ovulation in observant Jewish couples; prevalence, treatment, efficacy and side ef"
W989945948,,identified_core,PRIMARY_SEPARATION_SHOCK,EXOGENOUS_FREQUENCY_SHOCK,SEPARATION,2009,6,closed,,no_oa_url,closed,0,,Marriage and fertility change in post-Soviet Tajikistan
W1995930654,https://doi.org/10.1097/00002030-200111230-00018,identified_core,PRIMARY_ABSTINENCE_WINDOW,PROSPECTIVE_MEASUREMENT,ABSTINENCE,2001,6,closed,,no_oa_url,closed,0,,"Incidence of pregnancies among African HIV-infected women, Abidjan, 1995–2000"
W2155917263,https://doi.org/10.1093/biostatistics/2.2.131,identified_core,PRIMARY_FREQ_BIOMETRIC,PROSPECTIVE_MEASUREMENT,BIOMETRIC_TIMING,2001,6,closed,,no_oa_url,closed,0,,"Modelling multiple ovulation, fertilization, and embryo loss in human fertility studies"
W2341932466,,identified_core,PRIMARY_ABSTINENCE_WINDOW,EXOGENOUS_FREQUENCY_SHOCK,ABSTINENCE,1997,6,closed,,failed,curl_error:28,0,,Changing Patterns of Child-spacing and Abortion in a Northern Nigerian Town
