Entity,Code,Year,"Share (richest decile, before tax)"
Sub-Saharan Africa (WID),,2007,58.32
Sub-Saharan Africa (WID),,2008,57.77
Sub-Saharan Africa (WID),,2009,57.07
Sub-Saharan Africa (WID),,2010,57.1
Sub-Saharan Africa (WID),,2011,57.21
Sub-Saharan Africa (WID),,2012,57.35
Sub-Saharan Africa (WID),,2013,57.18
Sub-Saharan Africa (WID),,2014,56.81
Sub-Saharan Africa (WID),,2015,56.55
Sub-Saharan Africa (WID),,2016,56.16
Sub-Saharan Africa (WID),,2017,55.83
Sub-Saharan Africa (WID),,2018,55.28
Sub-Saharan Africa (WID),,2019,54.77
Sub-Saharan Africa (WID),,2020,54.18
Sub-Saharan Africa (WID),,2021,54.35
Sub-Saharan Africa (WID),,2022,53.98
Sub-Saharan Africa (WID),,2023,53.87
Sub-Saharan Africa (WID),,2024,54.08
Sudan,SDN,2009,42.51
Sudan,SDN,2014,45.04
Sweden,SWE,1935,37.62
Sweden,SWE,1940,35.56
Sweden,SWE,1941,35.09
Sweden,SWE,1943,34.58
Sweden,SWE,1944,34.02
Sweden,SWE,1945,33.4
Sweden,SWE,1946,33.4
Sweden,SWE,1947,32.43
Sweden,SWE,1948,31.7
Sweden,SWE,1949,31.2
Sweden,SWE,1950,30.91
Sweden,SWE,1951,30.75
Sweden,SWE,1952,30.78
Sweden,SWE,1953,30.46
Sweden,SWE,1954,30.49
Sweden,SWE,1955,30.53
Sweden,SWE,1956,30.29
Sweden,SWE,1957,30.41
Sweden,SWE,1958,30.43
Sweden,SWE,1959,30.58
Sweden,SWE,1960,30.45
Sweden,SWE,1961,30.28
Sweden,SWE,1962,29.95
Sweden,SWE,1963,29.91
Sweden,SWE,1964,29.63
Sweden,SWE,1965,29.28
Sweden,SWE,1966,29.24
Sweden,SWE,1967,29.06
Sweden,SWE,1968,28.64
Sweden,SWE,1969,28.77
Sweden,SWE,1970,29.47
Sweden,SWE,1971,27.88
Sweden,SWE,1972,27.29
Sweden,SWE,1973,27.56
Sweden,SWE,1974,27.18
Sweden,SWE,1975,26.64
Sweden,SWE,1976,26.63
Sweden,SWE,1977,26.2
Sweden,SWE,1978,25.82
Sweden,SWE,1979,25.5
Sweden,SWE,1980,25.6
Sweden,SWE,1981,25.6
Sweden,SWE,1982,26.7
Sweden,SWE,1983,27.03
Sweden,SWE,1984,28.4
Sweden,SWE,1985,28.2
Sweden,SWE,1986,28.05
Sweden,SWE,1987,28.14
Sweden,SWE,1988,28.82
Sweden,SWE,1989,28.05
Sweden,SWE,1990,26.55
Sweden,SWE,1991,27.16
Sweden,SWE,1992,26.79
Sweden,SWE,1993,27.7
Sweden,SWE,1994,30.58
Sweden,SWE,1995,31.49
Sweden,SWE,1996,30.67
Sweden,SWE,1997,31.72
Sweden,SWE,1998,31.8
Sweden,SWE,1999,32
Sweden,SWE,2000,31.08
Sweden,SWE,2001,29.79
Sweden,SWE,2002,30.16
Sweden,SWE,2003,31.24
Sweden,SWE,2004,31.84
Sweden,SWE,2005,32.64
Sweden,SWE,2006,33.78
Sweden,SWE,2007,33.02
Sweden,SWE,2008,31.93
Sweden,SWE,2009,30.49
Sweden,SWE,2010,31.63
Sweden,SWE,2011,31.13
Sweden,SWE,2012,29.99
Sweden,SWE,2013,30.06
Sweden,SWE,2014,30.26
Sweden,SWE,2015,31.09
Sweden,SWE,2016,29.33
Sweden,SWE,2017,30.27
Sweden,SWE,2018,29.64
Sweden,SWE,2019,30.49
Sweden,SWE,2020,30.49
Sweden,SWE,2021,30.19
Sweden,SWE,2022,29.71
Switzerland,CHE,1933,38.7
Switzerland,CHE,1934,38.84
Switzerland,CHE,1936,39.02
Switzerland,CHE,1939,39.77
Switzerland,CHE,1941,38.91
Switzerland,CHE,1943,37.43
Switzerland,CHE,1945,36.08
Switzerland,CHE,1947,34.57
Switzerland,CHE,1949,33.18
Switzerland,CHE,1951,32.5
Switzerland,CHE,1953,32.5
Switzerland,CHE,1955,32.66
Switzerland,CHE,1957,32.75
Switzerland,CHE,1959,32.88
Switzerland,CHE,1961,32.77
Switzerland,CHE,1963,32.52
Switzerland,CHE,1965,32.17
Switzerland,CHE,1967,31.99
Switzerland,CHE,1969,31.78
Switzerland,CHE,1971,31.34
Switzerland,CHE,1973,30.84
Switzerland,CHE,1975,30.64
Switzerland,CHE,1977,30.28
Switzerland,CHE,1979,30.03
Switzerland,CHE,1982,30.72
Switzerland,CHE,1983,30.92
Switzerland,CHE,1985,31.24
Switzerland,CHE,1987,31.17
Switzerland,CHE,1989,30.5
Switzerland,CHE,1992,29.94
Switzerland,CHE,1993,29.78
Switzerland,CHE,1996,31.38
Switzerland,CHE,1997,31.97
Switzerland,CHE,1998,32.42
Switzerland,CHE,1999,31.75
Switzerland,CHE,2000,32.42
Switzerland,CHE,2001,31.41
Switzerland,CHE,2002,30.49
Switzerland,CHE,2003,32.42
Switzerland,CHE,2004,33.03
Switzerland,CHE,2005,34.29
Switzerland,CHE,2006,35.02
Switzerland,CHE,2007,33.62
Switzerland,CHE,2008,31.08
Switzerland,CHE,2009,31.75
Switzerland,CHE,2010,33.9
Switzerland,CHE,2011,33.98
Switzerland,CHE,2012,32.99
Switzerland,CHE,2015,32.72
Switzerland,CHE,2016,32.55
Switzerland,CHE,2017,32.15
Switzerland,CHE,2018,31.24
Switzerland,CHE,2019,30.84
Switzerland,CHE,2020,30.84
Switzerland,CHE,2021,31.04
Switzerland,CHE,2022,32.01
Syria,SYR,1996,55.07
Syria,SYR,2004,55.85
Taiwan,TWN,1982,35.45
Taiwan,TWN,1983,35.48
Taiwan,TWN,1984,35.41
Taiwan,TWN,1985,36.33
Taiwan,TWN,1986,35.74
Taiwan,TWN,1987,36.16
Taiwan,TWN,1988,35.93
Taiwan,TWN,1989,36.54
Taiwan,TWN,1990,37.03
Taiwan,TWN,1991,37.57
Taiwan,TWN,1992,36.71
Taiwan,TWN,1993,36.67
Taiwan,TWN,1994,38.05
Taiwan,TWN,1995,38.74
Taiwan,TWN,1996,38.34
Taiwan,TWN,1997,38.89
Taiwan,TWN,1998,39.83
Taiwan,TWN,1999,40.53
Taiwan,TWN,2000,41.81
Taiwan,TWN,2001,44
Taiwan,TWN,2002,43.85
Taiwan,TWN,2003,45.79
Taiwan,TWN,2004,46.09
Taiwan,TWN,2005,46.63
Taiwan,TWN,2006,46.14
Taiwan,TWN,2007,46.75
Taiwan,TWN,2008,44.87
Taiwan,TWN,2009,46.07
Taiwan,TWN,2010,48.26
Taiwan,TWN,2011,47.36
Taiwan,TWN,2012,46.97
Taiwan,TWN,2013,47.08
Taiwan,TWN,2014,49.3
Taiwan,TWN,2015,47.32
Taiwan,TWN,2016,49.1
Taiwan,TWN,2017,48.12
Tajikistan,TJK,1999,38.12
Tajikistan,TJK,2003,41.8
Tajikistan,TJK,2004,42.15
Tajikistan,TJK,2007,41.43
Tajikistan,TJK,2009,40.72
Tajikistan,TJK,2015,40.72
Tanzania,TZA,1948,57.87
Tanzania,TZA,1949,57.74
Tanzania,TZA,1950,58.11
Tanzania,TZA,1951,58.84
Tanzania,TZA,1952,59.22
Tanzania,TZA,1953,59.48
Tanzania,TZA,1954,60.08
Tanzania,TZA,1955,60.79
Tanzania,TZA,1956,61.05
Tanzania,TZA,1957,61.71
Tanzania,TZA,1958,62.4
Tanzania,TZA,1959,62.7
Tanzania,TZA,1960,63.61
Tanzania,TZA,1961,62.63
Tanzania,TZA,1962,61.52
Tanzania,TZA,1963,60.37
Tanzania,TZA,1964,59.18
Tanzania,TZA,1965,58.29
Tanzania,TZA,1966,56.91
Tanzania,TZA,1967,55.98
Tanzania,TZA,1968,55.06
Tanzania,TZA,1969,53.74
Tanzania,TZA,1970,52.79
Tanzania,TZA,1991,43.14
Tanzania,TZA,2000,45.42
Tanzania,TZA,2007,49.49
Tanzania,TZA,2011,48.82
Tanzania,TZA,2017,51.37
Thailand,THA,1981,55.97
Thailand,THA,1988,56.49
Thailand,THA,1990,57.06
Thailand,THA,1992,58.83
Thailand,THA,1994,56.03
Thailand,THA,1996,55.23
Thailand,THA,1999,54.69
Thailand,THA,2000,54.71
Thailand,THA,2001,56.17
Thailand,THA,2002,54.86
Thailand,THA,2003,56.58
Thailand,THA,2004,55.19
Thailand,THA,2005,54.87
Thailand,THA,2006,54.52
Thailand,THA,2007,54.17
Thailand,THA,2008,55.34
Thailand,THA,2009,53.1
Thailand,THA,2010,55.31
Thailand,THA,2011,53.77
Thailand,THA,2012,54.59
Thailand,THA,2013,51.78
Thailand,THA,2014,52.92
Thailand,THA,2015,50.29
Thailand,THA,2016,50.72
Thailand,THA,2017,52.92
Thailand,THA,2018,50.48
Thailand,THA,2019,48.06
Thailand,THA,2020,49.83
Thailand,THA,2021,52.35
Togo,TGO,2006,49.59
Togo,TGO,2011,51.44
Togo,TGO,2015,47.98
Togo,TGO,2018,50.29
Togo,TGO,2021,46.55
Tunisia,TUN,1946,54.38
Tunisia,TUN,1947,53.82
Tunisia,TUN,1948,52.93
Tunisia,TUN,1952,53.05
Tunisia,TUN,1953,53.91
Tunisia,TUN,1954,54.46
Tunisia,TUN,1955,54.98
Tunisia,TUN,1956,55.7
Tunisia,TUN,2005,57.53
Tunisia,TUN,2010,54.12
Tunisia,TUN,2011,53.91
Tunisia,TUN,2013,52.71
Tunisia,TUN,2021,52.71
Turkey,TUR,1987,60.31
Turkey,TUR,1994,55.34
Turkey,TUR,2007,49.01
Turkey,TUR,2008,50.19
Turkey,TUR,2009,51.9
Turkey,TUR,2010,51.26
Turkey,TUR,2011,51.5
Turkey,TUR,2012,51.54
Turkey,TUR,2013,50.88
Turkey,TUR,2014,51.73
Turkey,TUR,2015,52.42
Turkey,TUR,2016,52.72
Turkey,TUR,2017,55.2
Turkey,TUR,2018,55.94
Turkey,TUR,2019,54.48
Turkey,TUR,2020,53.37
Turkey,TUR,2021,52.01
Turkey,TUR,2022,54.54
Turkey,TUR,2023,56.68
Turkey,TUR,2024,54.43
Turkmenistan,TKM,1998,47.99
Uganda,UGA,1948,58.06
Uganda,UGA,1949,57.88
Uganda,UGA,1950,58.11
Uganda,UGA,1951,58.56
Uganda,UGA,1952,59.2
Uganda,UGA,1953,59.95
Uganda,UGA,1954,60.41
Uganda,UGA,1955,60.82
Uganda,UGA,1956,61.21
Uganda,UGA,1957,61.83
Uganda,UGA,1958,62.45
Uganda,UGA,1959,62.91
Uganda,UGA,1960,63.61
Uganda,UGA,1961,63.01
Uganda,UGA,1962,62.29
Uganda,UGA,1963,61.59
Uganda,UGA,1964,60.88
Uganda,UGA,1965,60.26
Uganda,UGA,1966,59.47
Uganda,UGA,1967,58.84
Uganda,UGA,1968,58.24
Uganda,UGA,1969,57.45
Uganda,UGA,1970,56.81
Uganda,UGA,1989,50.75
Uganda,UGA,1992,52.05
Uganda,UGA,1996,48.89
Uganda,UGA,1999,53.21
Uganda,UGA,2002,56.39
Uganda,UGA,2005,52.54
Uganda,UGA,2009,54.77
Uganda,UGA,2012,50.43
Uganda,UGA,2016,52.07
Uganda,UGA,2019,53.05
United Arab Emirates,ARE,1998,55.77
United Arab Emirates,ARE,2009,57.47
United Arab Emirates,ARE,2014,49.98
United Arab Emirates,ARE,2018,49.21
United Kingdom,GBR,1982,28.66
United Kingdom,GBR,1983,29.05
United Kingdom,GBR,1984,29.64
United Kingdom,GBR,1985,29.74
United Kingdom,GBR,1986,29.89
United Kingdom,GBR,1987,30.23
United Kingdom,GBR,1988,30.95
United Kingdom,GBR,1989,30.95
United Kingdom,GBR,1990,32.91
United Kingdom,GBR,1991,33.56
United Kingdom,GBR,1992,33.63
United Kingdom,GBR,1993,34.23
United Kingdom,GBR,1994,34.35
United Kingdom,GBR,1995,34.49
United Kingdom,GBR,1996,35.64
United Kingdom,GBR,1997,35.62
United Kingdom,GBR,1998,36.62
United Kingdom,GBR,1999,36.76
United Kingdom,GBR,2000,35.97
United Kingdom,GBR,2001,36.3
United Kingdom,GBR,2002,36.59
United Kingdom,GBR,2003,37.81
United Kingdom,GBR,2004,37.21
United Kingdom,GBR,2005,38.4
United Kingdom,GBR,2006,38.73
United Kingdom,GBR,2007,38.76
United Kingdom,GBR,2008,37.07
United Kingdom,GBR,2009,38.65
United Kingdom,GBR,2010,34.84
United Kingdom,GBR,2011,35.8
United Kingdom,GBR,2012,36.69
United Kingdom,GBR,2015,35.69
United Kingdom,GBR,2016,35.72
United Kingdom,GBR,2017,36.12
United Kingdom,GBR,2018,36.12
United Kingdom,GBR,2019,35.79
United Kingdom,GBR,2020,35.79
United Kingdom,GBR,2021,36
United States,USA,1913,43.11
United States,USA,1914,43.73
United States,USA,1915,43.03
United States,USA,1916,44.42
United States,USA,1917,45
United States,USA,1918,43.95
United States,USA,1919,45.9
United States,USA,1920,43.3
United States,USA,1921,47.35
United States,USA,1922,46.11
United States,USA,1923,43.69
United States,USA,1924,45.69
United States,USA,1925,47.19
United States,USA,1926,47.63
United States,USA,1927,47.09
United States,USA,1928,48.23
United States,USA,1929,46.95
United States,USA,1930,45.52
United States,USA,1931,46.33
United States,USA,1932,48.29
United States,USA,1933,48.03
United States,USA,1934,49.05
United States,USA,1935,48.09
United States,USA,1936,48.38
United States,USA,1937,47.48
United States,USA,1938,47.09
United States,USA,1939,48.58
United States,USA,1940,48.04
United States,USA,1941,47
United States,USA,1942,42.35
United States,USA,1943,38.84
United States,USA,1944,36.06
United States,USA,1945,35.29
United States,USA,1946,36.95
United States,USA,1947,36.87
United States,USA,1948,38.88
United States,USA,1949,38.35
United States,USA,1950,38.33
United States,USA,1951,37.94
United States,USA,1952,36.64
United States,USA,1953,35.63
United States,USA,1954,36.01
United States,USA,1955,36.7
United States,USA,1956,35.74
United States,USA,1957,35.69
United States,USA,1958,35.51
United States,USA,1959,35.95
United States,USA,1960,34.82
United States,USA,1961,35.57
United States,USA,1962,36.15
United States,USA,1963,36.58
United States,USA,1964,36.95
United States,USA,1965,36.65
United States,USA,1966,36.37
United States,USA,1967,35.26
United States,USA,1968,35.49
United States,USA,1969,34.11
United States,USA,1970,33.55
United States,USA,1971,34.08
United States,USA,1972,34.42
United States,USA,1973,34.62
United States,USA,1974,33.56
United States,USA,1975,33.95
United States,USA,1976,33.9
United States,USA,1977,34.27
United States,USA,1978,34.02
United States,USA,1979,34.31
United States,USA,1980,33.84
United States,USA,1981,34.33
United States,USA,1982,34.6
United States,USA,1983,35.36
United States,USA,1984,36.49
United States,USA,1985,36.55
United States,USA,1986,36.34
United States,USA,1987,37.47
United States,USA,1988,39.24
United States,USA,1989,38.78
United States,USA,1990,38.76
United States,USA,1991,38.32
United States,USA,1992,39.41
United States,USA,1993,39.1
United States,USA,1994,39.13
United States,USA,1995,39.9
United States,USA,1996,40.8
United States,USA,1997,41.55
United States,USA,1998,41.92
United States,USA,1999,42.28
United States,USA,2000,42.73
United States,USA,2001,41.94
United States,USA,2002,41.49
United States,USA,2003,41.64
United States,USA,2004,42.42
United States,USA,2005,43.59
United States,USA,2006,44.29
United States,USA,2007,44.04
United States,USA,2008,43.56
United States,USA,2009,42.45
United States,USA,2010,43.81
United States,USA,2011,44.26
United States,USA,2012,45.59
United States,USA,2013,44.9
United States,USA,2014,45.58
United States,USA,2015,45.5
United States,USA,2016,45.36
United States,USA,2017,45.46
United States,USA,2018,45.81
United States,USA,2019,45.67
United States,USA,2020,44.61
United States,USA,2021,46.07
United States,USA,2022,46.86
United States,USA,2023,46.76
United States,USA,2024,46.76
Uruguay,URY,2001,50.45
Uruguay,URY,2002,49.65
Uruguay,URY,2003,51.28
Uruguay,URY,2004,50.22
Uruguay,URY,2005,48.9
Uruguay,URY,2008,49.68
Uruguay,URY,2009,48.07
Uruguay,URY,2010,46.85
Uruguay,URY,2011,44.99
Uruguay,URY,2012,42.93
Uruguay,URY,2013,43.89
Uruguay,URY,2014,43.32
Uruguay,URY,2015,44.3
Uruguay,URY,2016,44.6
Uruguay,URY,2017,45.51
Uruguay,URY,2018,46.07
Uruguay,URY,2019,45.2
Uruguay,URY,2020,45.04
Uruguay,URY,2021,45.9
Uruguay,URY,2022,44.3
Uzbekistan,UZB,1998,48.3
Uzbekistan,UZB,2000,45.5
Uzbekistan,UZB,2003,45.47
Vietnam,VNM,1992,45.82
Vietnam,VNM,1998,46.4
Vietnam,VNM,2002,47.47
Vietnam,VNM,2004,46.29
Vietnam,VNM,2006,44.44
Vietnam,VNM,2008,44.97
Vietnam,VNM,2010,48.26
Vietnam,VNM,2012,44.29
Vietnam,VNM,2014,43.52
Vietnam,VNM,2016,43.83
Vietnam,VNM,2018,43.75
World,OWID_WRL,1820,50.43
World,OWID_WRL,1850,53.92
World,OWID_WRL,1880,57.1
World,OWID_WRL,1900,58.86
World,OWID_WRL,1910,58.9
World,OWID_WRL,1920,56.75
World,OWID_WRL,1930,52.59
World,OWID_WRL,1940,52.67
World,OWID_WRL,1950,51.71
World,OWID_WRL,1960,50.22
World,OWID_WRL,1970,49.26
World,OWID_WRL,1980,51.47
World,OWID_WRL,1981,51.38
World,OWID_WRL,1982,50.98
World,OWID_WRL,1983,51.1
World,OWID_WRL,1984,51.5
World,OWID_WRL,1985,51.8
World,OWID_WRL,1986,52.11
World,OWID_WRL,1987,52.38
World,OWID_WRL,1988,52.87
World,OWID_WRL,1989,53.33
World,OWID_WRL,1990,53.62
World,OWID_WRL,1991,54.28
World,OWID_WRL,1992,55.22
World,OWID_WRL,1993,55.4
World,OWID_WRL,1994,55.95
World,OWID_WRL,1995,56.06
World,OWID_WRL,1996,56.67
World,OWID_WRL,1997,56.73
World,OWID_WRL,1998,57.39
World,OWID_WRL,1999,57.67
World,OWID_WRL,2000,58.05
World,OWID_WRL,2001,57.84
World,OWID_WRL,2002,57.56
World,OWID_WRL,2003,57.55
World,OWID_WRL,2004,57.45
World,OWID_WRL,2005,57.48
World,OWID_WRL,2006,57.28
World,OWID_WRL,2007,57.03
World,OWID_WRL,2008,56.45
World,OWID_WRL,2009,55.51
World,OWID_WRL,2010,55.23
World,OWID_WRL,2011,55.1
World,OWID_WRL,2012,54.68
World,OWID_WRL,2013,54.53
World,OWID_WRL,2014,54.02
World,OWID_WRL,2015,53.96
World,OWID_WRL,2016,53.78
World,OWID_WRL,2017,53.82
World,OWID_WRL,2018,53.68
World,OWID_WRL,2019,53.33
World,OWID_WRL,2020,53.49
World,OWID_WRL,2021,53.88
World,OWID_WRL,2022,53.84
World,OWID_WRL,2023,53.7
World,OWID_WRL,2024,53.59
Yemen,YEM,1998,56.68
Yemen,YEM,2006,61.3
Yemen,YEM,2011,62.83
Yemen,YEM,2014,59.56
Zambia,ZMB,1929,55.94
Zambia,ZMB,1930,57.04
Zambia,ZMB,1931,57.17
Zambia,ZMB,1932,57.11
Zambia,ZMB,1933,56.17
Zambia,ZMB,1934,56.58
Zambia,ZMB,1935,57.09
Zambia,ZMB,1936,56.37
Zambia,ZMB,1937,56.59
Zambia,ZMB,1943,58.44
Zambia,ZMB,1944,58.44
Zambia,ZMB,1945,58.07
Zambia,ZMB,1946,59.07
Zambia,ZMB,1947,58.75
Zambia,ZMB,1948,58.36
Zambia,ZMB,1949,58.34
Zambia,ZMB,1950,58.11
Zambia,ZMB,1951,58.19
Zambia,ZMB,1952,59.17
Zambia,ZMB,1953,59.04
Zambia,ZMB,1954,59.8
Zambia,ZMB,1955,60.66
Zambia,ZMB,1956,60.67
Zambia,ZMB,1957,61.61
Zambia,ZMB,1958,62.31
Zambia,ZMB,1963,62.65
Zambia,ZMB,1968,61.96
Zambia,ZMB,1970,60.96
Zambia,ZMB,1991,58.81
Zambia,ZMB,1993,56.01
Zambia,ZMB,1996,54.99
Zambia,ZMB,1998,56
Zambia,ZMB,2002,52
Zambia,ZMB,2004,60.47
Zambia,ZMB,2006,60.74
Zambia,ZMB,2010,58.53
Zambia,ZMB,2015,60.83
Zambia,ZMB,2022,56.23
Zimbabwe,ZWE,1917,55.6
Zimbabwe,ZWE,1918,56.54
Zimbabwe,ZWE,1919,55.82
Zimbabwe,ZWE,1920,56.51
Zimbabwe,ZWE,1921,56.1
Zimbabwe,ZWE,1922,56.58
Zimbabwe,ZWE,1923,55.78
Zimbabwe,ZWE,1924,56.47
Zimbabwe,ZWE,1925,56.74
Zimbabwe,ZWE,1926,57.22
Zimbabwe,ZWE,1927,57.38
Zimbabwe,ZWE,1928,57.19
Zimbabwe,ZWE,1929,57.56
Zimbabwe,ZWE,1930,57.04
Zimbabwe,ZWE,1931,57.56
Zimbabwe,ZWE,1932,57.18
Zimbabwe,ZWE,1933,57.96
Zimbabwe,ZWE,1934,57.73
Zimbabwe,ZWE,1935,57.48
Zimbabwe,ZWE,1936,57.63
Zimbabwe,ZWE,1937,57.62
Zimbabwe,ZWE,1938,57.29
Zimbabwe,ZWE,1939,57.2
Zimbabwe,ZWE,1945,58.02
Zimbabwe,ZWE,1946,58.75
Zimbabwe,ZWE,1947,58.46
Zimbabwe,ZWE,1948,58.32
Zimbabwe,ZWE,1949,58.39
Zimbabwe,ZWE,1950,58.11
Zimbabwe,ZWE,1951,58.4
Zimbabwe,ZWE,1952,59.18
Zimbabwe,ZWE,1953,59.32
Zimbabwe,ZWE,1954,60.02
Zimbabwe,ZWE,1955,60.73
Zimbabwe,ZWE,1956,61.18
Zimbabwe,ZWE,1957,61.72
Zimbabwe,ZWE,1958,62.29
Zimbabwe,ZWE,1959,62.74
Zimbabwe,ZWE,1960,63.61
Zimbabwe,ZWE,1961,62.68
Zimbabwe,ZWE,1962,62.3
Zimbabwe,ZWE,1963,61.18
Zimbabwe,ZWE,1964,60.67
Zimbabwe,ZWE,1965,60.26
Zimbabwe,ZWE,1966,59.23
Zimbabwe,ZWE,1967,58.73
Zimbabwe,ZWE,1968,58.29
Zimbabwe,ZWE,1969,57.51
Zimbabwe,ZWE,1970,57.35
Zimbabwe,ZWE,1971,56.81
Zimbabwe,ZWE,1972,55.97
Zimbabwe,ZWE,1973,55.71
Zimbabwe,ZWE,1974,54.9
Zimbabwe,ZWE,1975,54.14
Zimbabwe,ZWE,1976,53.7
Zimbabwe,ZWE,1977,52.9
Zimbabwe,ZWE,1978,52.31
Zimbabwe,ZWE,2011,51.37
Zimbabwe,ZWE,2017,52.57
Zimbabwe,ZWE,2019,58.95
